
======================================================================
RUNNING ALL EXPERIMENTS
Total experiments: 19
Total runs: 1000
Estimated time: ~66.7 minutes (at 4s/run)
======================================================================


######################################################################
# EXPERIMENT: baseline
# Baseline: unmodified airbench94
# Runs: 100
######################################################################


============================================================
Experiment: baseline_ec2132ab
Timestamp: 2025-12-08T21:23:26.463225
Config overrides: None
Number of runs: 100
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      4  |      1.1396  |     0.8584  |   0.8450  |               |              1.9943  |
|          |      5  |      1.1055  |     0.8936  |   0.8679  |               |              2.3728  |
|          |      6  |      1.0361  |     0.9229  |   0.8945  |               |              2.7501  |
|          |      7  |      1.0146  |     0.9453  |   0.8876  |               |              3.1276  |
|          |      8  |      0.9663  |     0.9727  |   0.9208  |               |              3.5046  |
|          |      9  |      0.9360  |     0.9844  |   0.9326  |               |              3.8515  |
|          |   eval  |      0.9360  |     0.9844  |   0.9326  |       0.9405  |              4.0201  |
------------------------------------------------------------------------------------------------------
|      28  |      0  |      1.4297  |     0.7139  |   0.6539  |               |              0.4155  |
|          |      1  |      1.2568  |     0.8047  |   0.7897  |               |              0.8283  |
|          |      2  |      1.1650  |     0.8652  |   0.7786  |               |              1.2395  |
|          |      3  |      1.1699  |     0.8516  |   0.7819  |               |              1.6168  |
|          |      4  |      1.1143  |     0.8789  |   0.8618  |               |              1.9939  |
|          |      5  |      1.1152  |     0.8838  |   0.8527  |               |              2.3714  |
|          |      6  |      1.0361  |     0.9277  |   0.8886  |               |              2.7502  |
|          |      7  |      1.0049  |     0.9424  |   0.9027  |               |              3.1297  |
|          |      8  |      0.9692  |     0.9639  |   0.9258  |               |              3.5084  |
|          |      9  |      0.9375  |     0.9795  |   0.9342  |               |              3.8552  |
|          |   eval  |      0.9375  |     0.9795  |   0.9342  |       0.9389  |              4.0235  |
------------------------------------------------------------------------------------------------------
|      29  |      0  |      1.4668  |     0.6816  |   0.6407  |               |              0.4138  |
|          |      1  |      1.2480  |     0.8105  |   0.7144  |               |              0.8243  |
|          |      2  |      1.1855  |     0.8535  |   0.7700  |               |              1.2370  |
|          |      3  |      1.1631  |     0.8701  |   0.8124  |               |              1.6147  |
|          |      4  |      1.1338  |     0.8682  |   0.8561  |               |              1.9937  |
|          |      5  |      1.1162  |     0.8721  |   0.8579  |               |              2.3716  |
|          |      6  |      1.0449  |     0.9258  |   0.8908  |               |              2.7500  |
|          |      7  |      1.0215  |     0.9307  |   0.9038  |               |              3.1276  |
|          |      8  |      0.9639  |     0.9648  |   0.9217  |               |              3.5045  |
|          |      9  |      0.9341  |     0.9805  |   0.9345  |               |              3.8508  |
|          |   eval  |      0.9341  |     0.9805  |   0.9345  |       0.9426  |              4.0206  |
------------------------------------------------------------------------------------------------------
|      30  |      0  |      1.4541  |     0.7002  |   0.6124  |               |              0.4144  |
|          |      1  |      1.2402  |     0.8096  |   0.7218  |               |              0.8245  |
|          |      2  |      1.1953  |     0.8379  |   0.8120  |               |              1.2381  |
|          |      3  |      1.1631  |     0.8623  |   0.8080  |               |              1.6165  |
|          |      4  |      1.1025  |     0.8955  |   0.8492  |               |              1.9953  |
|          |      5  |      1.0928  |     0.8945  |   0.8632  |               |              2.3723  |
|          |      6  |      1.0488  |     0.9160  |   0.8854  |               |              2.7501  |
|          |      7  |      1.0176  |     0.9443  |   0.8939  |               |              3.1277  |
|          |      8  |      0.9683  |     0.9629  |   0.9213  |               |              3.5039  |
|          |      9  |      0.9341  |     0.9834  |   0.9293  |               |              3.8510  |
|          |   eval  |      0.9341  |     0.9834  |   0.9293  |       0.9383  |              4.0208  |
------------------------------------------------------------------------------------------------------
|      31  |      0  |      1.4434  |     0.6982  |   0.6048  |               |              0.4159  |
|          |      1  |      1.2461  |     0.8145  |   0.7715  |               |              0.8277  |
|          |      2  |      1.1865  |     0.8506  |   0.8093  |               |              1.2386  |
|          |      3  |      1.1533  |     0.8613  |   0.8123  |               |              1.6174  |
|          |      4  |      1.1504  |     0.8525  |   0.8305  |               |              1.9946  |
|          |      5  |      1.0596  |     0.9160  |   0.8759  |               |              2.3724  |
|          |      6  |      1.0625  |     0.9072  |   0.8785  |               |              2.7497  |
|          |      7  |      1.0156  |     0.9424  |   0.8992  |               |              3.1289  |
|          |      8  |      0.9644  |     0.9707  |   0.9206  |               |              3.5076  |
|          |      9  |      0.9453  |     0.9707  |   0.9312  |               |              3.8548  |
|          |   eval  |      0.9453  |     0.9707  |   0.9312  |       0.9395  |              4.0229  |
------------------------------------------------------------------------------------------------------
|      32  |      0  |      1.4004  |     0.7344  |   0.5950  |               |              0.4133  |
|          |      1  |      1.2363  |     0.8232  |   0.7033  |               |              0.8241  |
|          |      2  |      1.1807  |     0.8584  |   0.8190  |               |              1.2379  |
|          |      3  |      1.1924  |     0.8330  |   0.8095  |               |              1.6144  |
|          |      4  |      1.1309  |     0.8711  |   0.8001  |               |              1.9941  |
|          |      5  |      1.1035  |     0.8848  |   0.8859  |               |              2.3730  |
|          |      6  |      1.0410  |     0.9238  |   0.8912  |               |              2.7505  |
|          |      7  |      1.0205  |     0.9355  |   0.9002  |               |              3.1297  |
|          |      8  |      0.9604  |     0.9668  |   0.9230  |               |              3.5064  |
|          |      9  |      0.9409  |     0.9766  |   0.9328  |               |              3.8547  |
|          |   eval  |      0.9409  |     0.9766  |   0.9328  |       0.9412  |              4.0246  |
------------------------------------------------------------------------------------------------------
|      33  |      0  |      1.4746  |     0.6777  |   0.6624  |               |              0.4154  |
|          |      1  |      1.2627  |     0.7852  |   0.8018  |               |              0.8278  |
|          |      2  |      1.1934  |     0.8389  |   0.8140  |               |              1.2402  |
|          |      3  |      1.1699  |     0.8682  |   0.8150  |               |              1.6192  |
|          |      4  |      1.1484  |     0.8594  |   0.8527  |               |              1.9970  |
|          |      5  |      1.1016  |     0.8877  |   0.8173  |               |              2.3758  |
|          |      6  |      1.0332  |     0.9277  |   0.8922  |               |              2.7535  |
|          |      7  |      1.0430  |     0.9189  |   0.9010  |               |              3.1313  |
|          |      8  |      0.9663  |     0.9619  |   0.9247  |               |              3.5093  |
|          |      9  |      0.9453  |     0.9805  |   0.9313  |               |              3.8575  |
|          |   eval  |      0.9453  |     0.9805  |   0.9313  |       0.9394  |              4.0259  |
------------------------------------------------------------------------------------------------------
|      34  |      0  |      1.4258  |     0.7100  |   0.6987  |               |              0.4142  |
|          |      1  |      1.2412  |     0.8232  |   0.7528  |               |              0.8237  |
|          |      2  |      1.2217  |     0.8135  |   0.7667  |               |              1.2380  |
|          |      3  |      1.1514  |     0.8721  |   0.8112  |               |              1.6147  |
|          |      4  |      1.1133  |     0.8887  |   0.8568  |               |              1.9942  |
|          |      5  |      1.1045  |     0.8799  |   0.8522  |               |              2.3711  |
|          |      6  |      1.0576  |     0.9082  |   0.8814  |               |              2.7489  |
|          |      7  |      1.0381  |     0.9209  |   0.9023  |               |              3.1288  |
|          |      8  |      0.9722  |     0.9648  |   0.9194  |               |              3.5071  |
|          |      9  |      0.9419  |     0.9805  |   0.9298  |               |              3.8549  |
|          |   eval  |      0.9419  |     0.9805  |   0.9298  |       0.9397  |              4.0253  |
------------------------------------------------------------------------------------------------------
|      35  |      0  |      1.3994  |     0.7275  |   0.6480  |               |              0.4157  |
|          |      1  |      1.2432  |     0.8223  |   0.7178  |               |              0.8293  |
|          |      2  |      1.2129  |     0.8213  |   0.6930  |               |              1.2410  |
|          |      3  |      1.1602  |     0.8652  |   0.8363  |               |              1.6186  |
|          |      4  |      1.1211  |     0.8770  |   0.8512  |               |              1.9964  |
|          |      5  |      1.0889  |     0.9023  |   0.8637  |               |              2.3752  |
|          |      6  |      1.0449  |     0.9209  |   0.8776  |               |              2.7542  |
|          |      7  |      1.0264  |     0.9316  |   0.8999  |               |              3.1336  |
|          |      8  |      0.9707  |     0.9658  |   0.9207  |               |              3.5111  |
|          |      9  |      0.9468  |     0.9785  |   0.9312  |               |              3.8580  |
|          |   eval  |      0.9468  |     0.9785  |   0.9312  |       0.9397  |              4.0276  |
------------------------------------------------------------------------------------------------------
|      36  |      0  |      1.4199  |     0.7188  |   0.6960  |               |              0.4163  |
|          |      1  |      1.3086  |     0.7803  |   0.6880  |               |              0.8287  |
|          |      2  |      1.2080  |     0.8350  |   0.8204  |               |              1.2426  |
